Timestamp,Alpha,Beta,Gamma,Delta,Theta
6141.4,3697.7,5770.4,1635.8,194.88,8532.4
6141.7,3675.8,5745.6,1640.1,181.12,8411.8
6142,3663.3,5717.9,1638.3,177.62,8349.7
6142.3,3646.3,5655.9,1626.8,169.14,8300.4
6142.6,3634.3,5604.1,1610.2,163.48,8291.4
6142.9,3615.5,5523.5,1580.3,155.84,8304.9
6143.2,3597.1,5460.4,1549.8,155.59,8323.5
6143.5,3563.2,5351.8,1495.5,152.24,8363.5
6143.8,3529.1,5255.6,1439.1,145.38,8399.9
6144.1,3506.9,5191.3,1401,144.43,8429.5
6144.4,3484.1,5113.2,1353.4,141.16,8477.4
6144.7,3471.7,5084.7,1327.1,141.33,8512.9
6145,3472.9,5064.8,1304.6,134.64,8578.4
6145.3,3478.6,5086.1,1297,131.85,8627
6145.6,3486.2,5116.5,1300.5,128.78,8652.5
6145.9,3485.8,5172.6,1315.6,122.98,8641.8
6146.2,3473,5205.5,1331.6,130.2,8587.7
6146.5,3435,5230.5,1347.9,139.99,8459.9
6146.8,3396.8,5227.2,1358.8,145.73,8336.9
6147.1,3343.7,5207.1,1368.9,161.34,8169.5
6147.4,3270.6,5161.7,1380.4,194.52,7941
6147.7,3226,5128.5,1384.5,200.74,7798.6
6148,3196,5116.4,1391.9,222.63,7696.1
6148.3,3196.4,5143.1,1413.6,236.79,7658.6
6148.6,3217,5198.9,1432,245.63,7688.4
6148.9,3276.9,5323.7,1467,244.68,7800.9
6149.2,3335,5451.2,1498.8,237.42,7917.9
6149.5,3439.3,5662,1552,220,8118.5
6149.8,3537.9,5868,1607.3,198.68,8304.8
6150.1,3673.3,6136.9,1677.8,172.59,8548.1
6150.4,3738.1,6260.5,1714.5,162.25,8662.1
6150.7,3874.4,6489,1800.1,135.57,8876.3
6151,3927.6,6567.4,1836.5,129.02,8956.5
6151.3,4013.8,6664.1,1902.8,128.63,9077.6
6151.6,4069.7,6698.4,1953.5,127.89,9159.4
6151.9,4093.9,6711.2,1978.5,131.55,9195.4
6152.2,4109.4,6693.5,2006.3,137.65,9230.5
6152.5,4099.1,6613,2020.2,149.78,9237.8
6152.8,4064.2,6532.6,2011.3,155.61,9207.9
6153.1,4001.5,6406.6,1979,165.8,9132.2
6153.4,3914.8,6238.4,1929,176.5,9007.8
6153.7,3845.7,6106.3,1883.9,183.77,8896.7
6154,3751.8,5915.8,1819.7,199.84,8718.4
6154.3,3679.8,5763.5,1767.2,214.53,8562.7
6154.6,3619.7,5626,1725,233.94,8396.4
6154.9,3604.9,5563,1711.2,245.48,8301
6155.2,3620.6,5558,1719.9,251.18,8259.4
6155.5,3678.4,5623.3,1756.2,247.45,8295.3
6155.8,3758.8,5739.3,1809.9,240.8,8407.8
6156.1,3811.9,5815.4,1844.9,236.21,8504.3
6156.4,3916.8,5963.5,1913.2,218.97,8731.3
6156.7,3996.7,6050,1956.6,199.69,8930.6
6157,4042.8,6081.9,1975.1,176.62,9056.5
6157.3,4090,6094.8,1995.3,157.79,9207.7
6157.6,4124.3,6092.4,2010.3,139.25,9325.9
6157.9,4153.3,6101.3,2027.8,128.06,9408
6158.2,4194.9,6147.5,2055.5,111.43,9490.2
6158.5,4257,6260.5,2103.1,93.605,9593.9
6158.8,4333.3,6439.3,2164.5,77.089,9716.1
6159.1,4410.6,6640.4,2225.2,62.981,9840.2
6159.4,4491.5,6867.8,2283.2,50.046,9977.9
6159.7,4584.6,7144.9,2343.3,35.155,10146
6160,4656.1,7371.8,2383.7,25.737,10284
6160.3,4714.2,7565,2411.5,17.289,10399
6160.6,4761.7,7740.2,2429.2,12.511,10502
6160.9,4785.3,7839.2,2435,13.204,10558
6161.2,4790.5,7888.5,2434.2,13.833,10584
6161.5,4776,7870,2429.4,15.895,10568
6161.8,4716.2,7750.7,2406.2,21.477,10480
6162.1,4634.6,7582.3,2370.9,30.279,10349
6162.4,4526.2,7355.8,2321.2,49.834,10170
6162.7,4367.8,7050.8,2239.9,58.712,9910.4
6163,4223.8,6776.5,2158.1,75.952,9674.1
6163.3,4084.6,6516.1,2071.9,83.843,9446
6163.6,3961.3,6278.8,1979.6,90.772,9224.6
6163.9,3896.4,6150.7,1914.5,100.57,9096.9
6164.2,3878.8,6116.7,1866.1,106.53,9037.2
6164.5,3916.1,6162,1848.9,108.69,9055.9
6164.8,3980.8,6270.3,1851.1,108.28,9122.2
6165.1,4067.1,6414.2,1868.8,111.12,9226
6165.4,4116.1,6509.5,1881.3,103.93,9278.5
6165.7,4152.6,6603.6,1885.2,113.52,9299.6
6166,4127.4,6590.7,1864.1,113.75,9235.5
6166.3,4049.2,6488.1,1817.4,126.48,9102.4
6166.6,3922.1,6307.1,1754.1,138.18,8920.2
6166.9,3740.7,6030.9,1661.3,158.43,8680.2
6167.2,3576.2,5771,1579.5,179.5,8477.9
6167.5,3412.2,5501.8,1503.5,196.88,8306.3
6167.8,3302,5320.9,1460.2,209.67,8226.3
6168.1,3238.3,5220.7,1443.3,223.71,8212.1
6168.4,3191.4,5168.5,1449.8,230.97,8267.7
6168.7,3183,5200,1484.2,231.74,8391.4
6169,3201.2,5298.4,1536.1,217.62,8546.5
6169.3,3232.2,5412.5,1584.6,206.21,8685.1
6169.6,3261.7,5538.9,1636,194.96,8821.2
6169.9,3279.2,5626.4,1669,183.55,8904.6
6170.2,3290.9,5686.5,1688.9,175.44,8951.9
6170.5,3300.9,5733.9,1702.4,186.86,8982.3
6170.8,3305.3,5758.2,1708.3,196.47,8993
6171.1,3312.6,5773.9,1711.7,206.71,8996.5
6171.4,3323.8,5792.5,1714.7,224.17,8996.9
6171.7,3337.5,5819,1717.6,229.24,9004.4
6172,3353.6,5858.2,1722.9,237.21,9013.8
6172.3,3373,5896.9,1727.9,235.12,9027.2
6172.6,3387.5,5936.9,1729.7,226.04,9031.2
6172.9,3391.6,5958.3,1727.9,219.56,9023.4
6173.2,3382.6,5951.3,1717.2,231.29,8995.9
6173.5,3347.7,5902.3,1699.5,240.3,8941.1
6173.8,3279.8,5799.9,1669.3,264.22,8843.6
6174.1,3190.7,5676.4,1639.3,272.03,8738.3
6174.4,3086.5,5520.1,1608.6,299.95,8606.3
6174.7,2942.4,5311,1583.3,335.55,8426
6175,2818.5,5110,1571.4,1146.1,8236.5
6175.3,2677.7,4902.9,1570.9,1317.5,8003
6175.6,2543.6,4675.5,1582.3,2109.2,7675.6
6175.9,2469.7,4492.7,1592.8,4664.1,7347
6176.2,2461,4305.4,1607.3,8004.7,6964
6176.5,2535.8,4187,1608.8,10505,6709.4
6176.8,2733.4,4092.1,1589.3,14016,6476.5
6177.1,2992.8,4048.4,1552.6,19618,6478.1
6177.4,3367.1,4037.5,1491.2,33249,6689.2
6177.7,3728.9,4065.9,1423.7,48089,7044
6178,4055,4103.1,1356.3,65093,7545.8
6178.3,4375.8,4143,1284.4,84227,8209.1
6178.6,4541.4,4175,1241.6,96582,8744.4
6178.9,4600.9,4203.1,1225.6,1.0083e+05,9193.5
6179.2,4545.4,4213.1,1233.3,99705,9355.3
6179.5,4342.5,4216.2,1271.3,96910,9273.5
6179.8,4143.5,4214.7,1308.7,94024,9037.7
6180.1,3755.5,4182.7,1367.8,90167,8386.2
6180.4,3446,4133.2,1394.7,84420,7804.4
6180.7,3094.7,4020.7,1389.6,78025,7113.8
6181,2805.9,3874,1351.9,68566,6614.3
6181.3,2536.8,3660.4,1281.6,54883,6196.5
6181.6,2216.4,3351.7,1167.4,35721,5902.9
6181.9,1907,2971.8,1027.5,24766,5537.6
6182.2,1697.4,2693.6,927.45,17843,5378.1
6182.5,1423.5,2327.9,798.14,15620,5113.9
6182.8,1223.2,2063.6,709.67,17339,4878.3
6183.1,1045.8,1841.6,638.9,20755,4581.1
6183.4,962.49,1750,611.46,26496,4392.4
6183.7,944.08,1739.4,612.01,32876,4264.7
6184,1004.2,1812.7,639.71,41740,4248.6
6184.3,1101.6,1916.9,674.34,48145,4334.1
6184.6,1255.5,2043.8,712.88,51944,4513.7
6184.9,1410.8,2150.6,751.22,52313,4720.6
6185.2,1525,2199.1,769.85,49476,4841.9
6185.5,1607,2204.4,776.88,45880,4871.1
6185.8,1651.2,2154.7,770.93,40120,4786.5
6186.1,1642,2073.8,753.11,33949,4604.6
6186.4,1600.5,1970,728.72,27791,4350.6
6186.7,1520.2,1840.8,695.99,21059,4056.3
6187,1440.1,1737.5,669.02,16279,3851.4
6187.3,1339.1,1637.2,643.71,9794.5,3743.9
6187.6,1256.1,1568.9,627.34,5877.1,3760.4
6187.9,1177.5,1516.8,617.42,3543.2,3886
6188.2,1091,1471.4,608.79,2027.2,4096.2
6188.5,1016.6,1431.9,602.9,2094.4,4286.3
6188.8,949.47,1387.2,595.2,1581.5,4452.1
6189.1,863.69,1313.4,577.18,1596.5,4491.1
6189.4,785.49,1230.6,556.95,1574.2,4396.8
6189.7,729.34,1155.3,536.19,1439.8,4207.9
6190,687.35,1081.2,514.63,1275.2,3940.8
6190.3,661.96,1019.6,496.11,1120.8,3640.3
6190.6,657.13,969.42,480.52,891.36,3293
6190.9,670.15,949.9,475.07,815.7,3073.5
6191.2,716.78,948.74,482.07,711.59,2806.4
6191.5,768.97,971.8,499,692.69,2674
6191.8,839.48,1014.8,531.1,756.95,2580.2
6192.1,893.04,1048.8,558.45,762.44,2534.8
6192.4,965.02,1105.2,601.33,783.16,2482.1
6192.7,1024.5,1165.8,641.27,900.35,2416
6193,1066.5,1223.9,671.89,1147.1,2335.5
6193.3,1110.8,1303.3,705.28,1542.1,2213.5
6193.6,1151.9,1388.7,733.79,2055.2,2095.7
6193.9,1211.5,1500.9,762.93,2901.5,1957.5
6194.2,1280.3,1614.6,791.2,3836.5,1852.1
6194.5,1361.5,1735.4,816.94,5312,1764.6
6194.8,1464.2,1875.2,846.42,6876.3,1703.6
6195.1,1549.7,1983.8,865.49,8082.4,1674.6
6195.4,1624.7,2071.7,875.84,9347.4,1665.1
6195.7,1679.5,2142.1,878.06,11415,1699.1
6196,1716.5,2195.4,868.15,14983,1801.9
6196.3,1714.2,2218.9,854.12,18741,1962.7
6196.6,1677.5,2237.1,836.5,23183,2218
6196.9,1611.6,2260.5,830.87,26975,2549.4
6197.2,1536,2295.4,840.11,29107,2868.1
6197.5,1448.4,2352.9,870.62,30022,3174.3
6197.8,1331.2,2450.8,934.55,29741,3474.8
6198.1,1222.9,2555,1013.3,28700,3620.7
6198.4,1091.8,2699,1126.9,26595,3639
6198.7,978.78,2823.7,1236.5,24457,3527.9
6199,868.61,2943.8,1352.1,21897,3302.9
6199.3,756.4,3059.5,1480.6,17270,2932.3
6199.6,675.66,3129.4,1577.3,13403,2584
6199.9,606.13,3164.2,1666.5,9649.4,2174.9
6200.2,568.75,3151.5,1717,6785.6,1860.6
6200.5,548.87,3102.6,1740.8,4431.9,1596.1
6200.8,541.4,3012,1735.8,3070.8,1359.2
6201.1,542.81,2913.7,1708.5,3020.1,1211.7
6201.4,556.11,2790.6,1655.2,2817.3,1080.2
6201.7,570.55,2689.9,1598.7,2429.2,989
6202,586.66,2598.8,1539,2190.6,903.66
6202.3,615.62,2520.5,1471.3,1834,842.77
6202.6,643.75,2474.2,1419.4,1540.1,806.77
6202.9,670.23,2446.3,1377.9,1277.7,796.24
6203.2,702.13,2430.9,1343.7,1033,811.52
6203.5,719.99,2427.2,1328.9,914.38,839.67
6203.8,737.69,2426.3,1320.5,855.83,895.72
6204.1,742.02,2422.9,1323.7,841.3,950.75
6204.4,735.74,2412.1,1328.9,870.04,979.11
6204.7,713.72,2384.6,1336,909.67,994.48
6205,678,2329.1,1331.2,946.94,973.15
6205.3,640.99,2268.9,1315.9,958.47,933.66
6205.6,572.46,2133.7,1261.3,872.42,836.26
6205.9,515.22,1995.4,1191.1,804.77,745.28
6206.2,444.95,1805.2,1080.7,679.93,630.02
6206.5,386.55,1620.9,966,540.63,534.05
6206.8,329.67,1425.8,838.97,421.87,447.28
6207.1,272.08,1197.1,686.89,309.63,364.98
6207.4,237.03,1043.5,583.8,248.4,318.39
6207.7,195.27,846.88,455.1,214.76,269.16
6208,162.68,681.19,351.25,221.13,236.29
6208.3,136.94,551.73,275.95,215.3,211.55
6208.6,119.61,467.17,231.51,223.45,198.43
6208.9,105.25,406.06,203.72,242.69,189.1
6209.2,91.258,355.04,185.49,243.87,181.21
6209.5,81.196,324.16,177,221.94,177.43
6209.8,72.673,300.32,171.91,203.02,177.56
6210.1,68.186,286.08,170.79,167.81,179.62
6210.4,67.288,279.33,170.92,137.42,184.9
6210.7,70.397,281.98,174.11,116.16,193.15
6211,78.966,296.32,181.26,97.414,205.8
6211.3,92.28,323.71,191.56,83.276,221.33
6211.6,105.93,353.74,202.02,90.389,234.95
6211.9,120.18,387.97,212.8,106.55,248.84
6212.2,136.98,430.34,224.61,139.09,263.38
6212.5,145.87,453.64,230.09,150.62,271.07
6212.8,161.6,494.85,236.74,171.73,282.31
6213.1,171.25,519.05,237.31,167.18,288.71
6213.4,178.38,532.29,234.71,161.31,291
6213.7,184.15,539.71,229.58,159.99,290.53
6214,192.16,545.97,221.78,137.7,288.02
6214.3,203.87,557.49,214.4,129.88,284.27
6214.6,214.96,571.62,210.16,141.31,280.81
6214.9,236.89,607.72,207.18,166.18,277.12
6215.2,264.6,663.67,208.3,200.53,274.69
6215.5,292.8,726.72,213.37,239.49,274.33
6215.8,323.29,800.92,222.23,290.55,275.52
6216.1,358.31,894.68,236.3,331.16,277.57
6216.4,384.97,974.32,251.89,362.9,279.05
6216.7,408.66,1056.5,271.73,397.63,280.96
6217,419.91,1104.7,287.25,411.36,282.08
6217.3,424.25,1152.9,310.84,428.71,281.59
6217.6,418.46,1161.3,322.94,429.08,280.04
6217.9,399.31,1143.2,335.81,420.57,275.69
6218.2,368.7,1088.5,340.81,407.12,269.42
6218.5,337.08,1019.4,338.7,399.62,264.15
6218.8,302.7,934.86,330.43,397.97,261
6219.1,263.83,826.85,314.25,410.32,260.92
6219.4,233.54,736.62,297.91,430.63,266.39
6219.7,205,644.63,278.22,478.28,282.98
6220,186.43,583.19,263.45,517.83,303.77
6220.3,172.13,535.65,251.51,574.18,340.39
6220.6,164.42,514.61,245.62,627.93,379.27
6220.9,158.52,508.04,243.86,702.65,433.9
6221.2,155.72,512.66,245.81,797.14,486.67
6221.5,155.6,522.44,249.22,1125.9,536.1
6221.8,154.07,525.11,253.07,2771.6,588.6
6222.1,156.43,526.92,256.36,3574.8,628.76
6222.4,172.08,540.6,260.63,3239.8,686.24
6222.7,207.63,564.16,267.53,7476.7,757.49
6223,276.76,617.24,277.59,9757.2,871.58
6223.3,398.61,722.58,294.04,15902,1080.2
6223.6,554.9,855.95,311.84,25444,1377.2
6223.9,772.52,1033.7,332.16,38075,1778.8
6224.2,1103.7,1291.1,359.41,56255,2399.7
6224.5,1443.4,1541.3,384.38,73744,3044.1
6224.8,1884.6,1846.5,415.09,93595,3851
6225.1,2261.9,2098.5,441.94,1.0868e+05,4515.7
6225.4,2653.3,2351.6,473.17,1.2174e+05,5171.6
6225.7,2907.8,2510.3,496.15,1.2762e+05,5553.5
6226,3055.1,2599.2,514.67,1.273e+05,5709.5
6226.3,3069.5,2600.5,526.27,1.1902e+05,5598.3
6226.6,2944.8,2513.6,523.88,1.0619e+05,5260.8
6226.9,2712,2350.9,507.52,90946,4766.9
6227.2,2398.3,2128.5,477.38,74065,4165
6227.5,1971.6,1822.1,427.33,56420,3416.4
6227.8,1601.4,1543.6,375.43,43318,2817.4
6228.1,1202.7,1238.2,311.62,30894,2221.3
6228.4,911.59,1011.1,260.53,23119,1819.5
6228.7,696.95,849.92,222.85,19236,1547.2
6229,524.3,739.51,194.09,20015,1341
6229.3,414.04,698.58,184.01,17947,1222
6229.6,363.43,713.95,185.43,16893,1180.3
6229.9,331.69,753.21,193.63,18730,1177.9
6230.2,321.9,808.14,205.54,18742,1213
6230.5,329.32,847.58,215.64,18880,1294.2
6230.8,351.95,874.56,225.17,17459,1433.7
6231.1,389.39,879.81,231.36,16162,1605.2
6231.4,443.6,874.18,237.96,14061,1820.8
6231.7,533.36,863,247.29,12061,2121.2
6232,631.1,859.56,258.48,10889,2408.6
6232.3,761.82,867.53,278.35,9830.1,2769
6232.6,882.14,889.72,301.14,8606.6,3072.6
6232.9,993.95,923.77,328.44,7509.6,3350.5
6233.2,1095.2,967.79,360.16,6443.2,3592.3
6233.5,1187.3,1024.9,400.41,5422,3808
6233.8,1239,1083.3,442.48,4675.5,3959
6234.1,1250.5,1136.1,476.21,5607.2,4030.9
6234.4,1239.7,1174.9,501.55,6497.7,4066.5
6234.7,1198.4,1236.1,534.26,6411.3,4079.9
6235,1140.6,1307.3,562.07,6184.2,4123.4
6235.3,1089.2,1405.8,588.55,10612,4230.8
6235.6,1072,1508.3,612.52,13465,4375.1
6235.9,1117.5,1653.1,646.1,25088,4653.5
6236.2,1297.6,1893.4,710.22,27686,5223
6236.5,1565.5,2182.8,793.7,37193,5994.1
6236.8,2109.8,2705.3,942.08,56353,7325
6237.1,2841.3,3351.8,1127.7,78513,8918.2
6237.4,4016.5,4354.9,1415.2,1.0541e+05,11437
6237.7,5273.7,5413.3,1717.1,1.3112e+05,14077
6238,6682.1,6599.4,2050.6,1.5991e+05,17143
6238.3,8357.5,8033,2442.8,1.8888e+05,21080
6238.6,9661.1,9173.8,2745.4,2.0894e+05,24508
6238.9,10707,10125,2985.4,2.2322e+05,27705
6239.2,11392,10801,3129.4,2.3054e+05,30383
6239.5,11651,11147,3159.3,2.2694e+05,32436
6239.8,11418,11056,3072.1,2.2124e+05,33100
6240.1,10737,10551,2858.7,1.9962e+05,32441
6240.4,9920.7,9873,2615.2,1.8203e+05,30804
6240.7,8910.2,8948.4,2307.6,1.6316e+05,27953
6241,8120.7,8173.8,2064.7,1.4589e+05,25098
6241.3,7398.8,7425.7,1843.4,1.2903e+05,21844
6241.6,6985.4,6986.1,1718,1.273e+05,19460
6241.9,6702.7,6758.4,1658.9,1.2795e+05,17693
6242.2,6518.4,6732.9,1642.4,1.3125e+05,16439
6242.5,6385,6876,1661.9,1.2762e+05,15962
6242.8,6287.4,7198.7,1711.8,1.2587e+05,16005
6243.1,6074.1,7469.9,1742.6,1.2919e+05,16335
6243.4,5901,7822.4,1778.7,1.3193e+05,16655
6243.7,5759,8262.1,1819.3,1.3493e+05,17084
6244,5715.2,8711.9,1851.4,1.3772e+05,17467
6244.3,5820.5,9334.7,1895.2,1.4224e+05,17851
6244.6,5944,9959.4,1929.9,1.4714e+05,18302
6244.9,6174,10669,1965.5,1.5267e+05,18826
6245.2,6553.8,11536,2004.2,1.5924e+05,19545
6245.5,6971.7,12254,2019,1.6503e+05,20420
6245.8,7535.9,12919,2018,1.6887e+05,21546
6246.1,8113.8,13313,1991.1,1.7074e+05,22903
6246.4,8817.2,13497,1936.9,1.7312e+05,24956
6246.7,9847.7,13493,1846.7,1.7241e+05,28429
6247,10877,13333,1758.2,1.7176e+05,32506
6247.3,12196,13028,1654.6,1.7184e+05,38198
6247.6,13330,12722,1589.6,1.7264e+05,43459
6247.9,14418,12375,1544.5,1.747e+05,49073
6248.2,15059,12086,1547.9,1.7506e+05,52873
6248.5,15279,11740,1585.5,1.7559e+05,54982
6248.8,15042,11351,1651.9,1.7596e+05,55242
6249.1,14247,10783,1753.1,1.7537e+05,53137
6249.4,13246,10192,1844.4,1.7075e+05,49676
6249.7,11732,9417.2,1925.3,1.6709e+05,44290
6250,10582,8775.6,1967.7,1.6707e+05,39467
6250.3,9607.3,8142.7,1978.7,1.6892e+05,34414
6250.6,9301.8,7786.8,1947.6,1.6831e+05,31199
6250.9,9635.8,7639.5,1869.5,1.7134e+05,29176
6251.2,10455,7718.4,1775.3,1.7266e+05,28628
6251.5,11597,7942.6,1665.4,1.799e+05,29187
6251.8,12898,8234.7,1556.7,1.8382e+05,30394
6252.1,13991,8511.5,1449.6,1.9358e+05,31668
6252.4,14943,8686.5,1330.6,2.1121e+05,33253
6252.7,15072,8667.2,1266.8,2.1552e+05,33974
6253,14693,8504,1221.6,2.2429e+05,33984
6253.3,13715,8182.8,1204.8,2.074e+05,33608
6253.6,12671,7858.8,1218.1,2.0034e+05,32869
6253.9,11278,7518.6,1258.4,2.0136e+05,31635
6254.2,10232,7323.2,1306.7,2.1725e+05,30688
6254.5,9487.5,7221.6,1349.4,2.1509e+05,29809
6254.8,8736.5,7213.4,1407.5,2.1698e+05,29439
6255.1,8604.4,7268.2,1431,2.2305e+05,29794
6255.4,8818.6,7343.6,1431.3,2.2981e+05,31148
6255.7,9265.9,7387.4,1407.2,2.3244e+05,33183
6256,9773.4,7316.9,1356.5,2.3498e+05,35553
6256.3,10432,7176.1,1287.7,2.5153e+05,38182
6256.6,10910,7021.1,1229.6,2.4839e+05,40268
6256.9,11277,6760.7,1155,2.679e+05,42289
6257.2,11373,6559.9,1112.3,2.7463e+05,43211
6257.5,11174,6358.8,1085.8,2.6887e+05,43350
6257.8,10625,6147.3,1073.3,2.8779e+05,42714
6258.1,9919,5972.7,1079.5,2.9152e+05,41087
6258.4,8894.5,5770.7,1090,3.1849e+05,38457
6258.7,7986.2,5607.4,1095.1,3.476e+05,36104
6259,7179.9,5471.8,1086.6,3.6937e+05,33299
6259.3,6512.3,5349.1,1058,3.9547e+05,30563
6259.6,6250.9,5314.7,1008.9,4.1444e+05,28822
6259.9,6356.8,5353.7,941.25,4.3889e+05,27583
6260.2,6627.6,5442.5,883.3,4.6527e+05,27452
6260.5,7231.3,5640.1,803.13,4.8238e+05,27876
6260.8,7955.6,5872.8,726.78,4.7318e+05,28779
6261.1,8534.7,6089.3,674.79,4.5818e+05,29340
6261.4,9140.7,6328,643.22,4.3651e+05,30217
6261.7,9492.6,6483.2,646.58,4.1761e+05,30300
6262,9625.6,6573.2,678.53,3.855e+05,30115
6262.3,9501.2,6575.2,757.41,3.3614e+05,29158
6262.6,9152.4,6482.6,847.82,3.0358e+05,27747
6262.9,8477.7,6261.2,970.21,2.6849e+05,25667
6263.2,7882.1,6021.9,1059.5,2.4841e+05,24016
6263.5,6946.9,5636.3,1168.6,2.2187e+05,21713
6263.8,6009.3,5231.6,1253.2,1.8103e+05,19379
6264.1,5294.7,4940.6,1300.4,1.5973e+05,17862
6264.4,4776.3,4799.9,1327.4,1.4636e+05,16905
6264.7,4306.2,4780.2,1352.8,1.3292e+05,16016
6265,4057.6,4925.9,1362.2,1.3053e+05,15936
6265.3,4158.6,5279.2,1377.3,1.3695e+05,16309
6265.6,4386.4,5682.8,1392.3,1.486e+05,16937
6265.9,4853.6,6193.4,1418.5,1.618e+05,17861
6266.2,5280.4,6530.5,1450.9,1.8138e+05,18485
6266.5,5732.8,6837.4,1503.7,1.9853e+05,18954
6266.8,6214.6,7127.4,1592.8,2.1688e+05,19305
6267.1,6615.5,7406.7,1710.9,2.2277e+05,19739
6267.4,7129.1,7962.6,1897.3,2.2809e+05,20699
6267.7,7675.3,8689.4,2084.7,2.3097e+05,22465
6268,8176.4,9458.9,2240.5,2.3201e+05,24723
6268.3,8605.6,10145,2343.4,2.3178e+05,27028
6268.6,9126.7,11031,2421.9,2.306e+05,30429
6268.9,9546,11723,2393.3,2.4253e+05,33865
6269.2,9555.8,11815,2296.6,2.5231e+05,35152
6269.5,9421.6,11592,2119.6,2.3891e+05,35786
6269.8,8679.1,10605,1764.2,2.2015e+05,33832
6270.1,7995,9560.2,1458.2,1.9473e+05,30626
6270.4,7317.2,8515.3,1182.7,1.8208e+05,26692
6270.7,6905,7785.4,969.29,2.1186e+05,22956
6271,6844.3,7547,838.29,2.4674e+05,20422
6271.3,7267.1,7899,743.85,2.775e+05,18685
6271.6,7870.4,8583.7,717.24,3.0042e+05,18607
6271.9,8709.5,9649.3,716.07,3.1952e+05,19352
6272.2,9346.7,10567,728.37,3.294e+05,20239
6272.5,9749.7,11300,750.96,3.2191e+05,20864
6272.8,9822.8,11751,793.62,3.019e+05,20919
6273.1,9473.5,11691,839.88,2.917e+05,19818
6273.4,8788.5,11253,895.94,2.7041e+05,18183
6273.7,7650.4,10327,965.49,2.344e+05,15550
6274,6302.4,9119.8,1029,1.8658e+05,12528
6274.3,5121.5,8018.6,1071.7,1.437e+05,9960.4
6274.6,4037.2,6992.2,1095.5,1.0305e+05,7631.7
6274.9,2991,5997,1103.1,68355,5411.8
6275.2,2335.5,5379.9,1090.8,53874,4020.7
6275.5,1893.2,4930.8,1063,53630,3068.6
6275.8,1608.5,4638.7,1023.9,38923,2359.5
6276.1,1455.7,4467.6,976.43,34189,2091
6276.4,1422.6,4295.2,925.89,24348,1999.3
6276.7,1355.6,4140.5,892.18,20436,1921.5
6277,1336.7,3844.9,855.88,18882,1981.1
6277.3,1324.6,3552.8,835.77,18688,2122.2
6277.6,1323.3,3320.7,831.71,19093,2276.3
6277.9,1343.7,3130.2,839.91,22494,2459.1
6278.2,1388.4,3070.3,856.04,25142,2638.6
6278.5,1470.5,3142.7,882.16,28708,2858.9
6278.8,1644.9,3425.1,919.56,33079,3218.2
6279.1,1875,3802.8,955.52,36231,3754.7
6279.4,2259.4,4408.6,998.35,42636,4748.1
6279.7,2694.2,5016.6,1034.1,46137,6029.6
6280,3188.7,5654.6,1062.1,51090,7796.7
6280.3,3825.8,6360.5,1089,57584,10272
6280.6,4262.9,6779.1,1097.9,63442,12226
6280.9,4912.6,7252.6,1097.3,75266,15452
6281.2,5225.2,7391.7,1092.5,83750,17344
6281.5,5538.5,7399.3,1072.8,96709,19441
6281.8,5679.1,7211,1054.5,1.1375e+05,20870
6282.1,5732.3,7003.2,1042.9,1.2595e+05,21337
6282.4,5795.5,6786.1,1030.3,1.3834e+05,21486
6282.7,5956.9,6530.3,1027.3,1.464e+05,21194
6283,6267.2,6454.9,1042.3,1.5121e+05,20996
6283.3,6902.8,6521.2,1079.4,1.5712e+05,21027
6283.6,7665.5,6688.3,1123.6,1.6268e+05,21433
6283.9,8638.7,6930.1,1177.3,1.6007e+05,22292
6284.2,9675.8,7156.3,1227.2,1.6373e+05,23246
6284.5,10518,7307,1258.6,1.6381e+05,24159
6284.8,11131,7297.3,1263.2,1.6769e+05,24795
6285.1,11440,7164.3,1236.1,1.7814e+05,25301
6285.4,11430,6904.8,1175.7,1.9326e+05,25615
6285.7,11152,6590.8,1088.3,1.9356e+05,25838
6286,10638,6242.6,982.2,1.8801e+05,26121
6286.3,9847.3,5851.2,829.37,2.1274e+05,26702
6286.6,9202.8,5650.4,708.7,2.3835e+05,27314
6286.9,8770.1,5600.8,633.55,2.5804e+05,27961
6287.2,8583.6,5659.4,584.81,2.8817e+05,28524
6287.5,8623.1,5896.6,575.6,3.2084e+05,29222
6287.8,9133.3,6339.3,614.1,3.4117e+05,30305
6288.1,9885.2,6865.9,680.13,3.5927e+05,31948
6288.4,10808,7442.4,749.92,3.5241e+05,33835
6288.7,12868,8664.6,880.58,3.3319e+05,38471
6289,14772,9763.8,983.92,3.1086e+05,42996
6289.3,17472,11222,1111.3,2.8038e+05,49432
6289.6,20084,12574,1220.4,2.5366e+05,55143
6289.9,23309,14103,1339.4,2.2003e+05,60871
6290.2,25586,15054,1411.3,1.9849e+05,64237
6290.5,28587,16117,1496.3,1.8156e+05,66956
6290.8,30735,16666,1547.4,1.7851e+05,67364
6291.1,32314,16807,1573.9,1.847e+05,66644
6291.4,33290,16592,1576.9,1.9928e+05,64587
6291.7,33553,15889,1548.4,2.0944e+05,61345
6292,32833,14814,1486.7,2.3075e+05,58034
6292.3,31268,13502,1400.2,2.373e+05,54434
6292.6,29676,12492,1321.8,2.385e+05,51885
6292.9,27394,11229,1217.2,2.4253e+05,48851
6293.2,23770,9618.2,1076,2.4528e+05,44347
6293.5,20808,8508.1,971.13,2.4369e+05,40809
